data_profile,N,L,K,off_pct,active_pct,cases,T_min,T_max,T_mean,outside_dense_rate,u_g_mean,u_g_p05,u_g_p50,u_g_p95,fraction_mean,fraction_p05,fraction_p50,fraction_p95,gap_pct_mean,winner_rate
thin_tail,2000,6,1000,50.0,50.0,100,500,500,500.0,0.0,1.7104999029279703e+20,1.8156403471210762e+19,1.2476304593489093e+20,5.116379835411822e+20,0.28446569180967746,0.22539930729879093,0.27698555875240255,0.3559975996724371,71.55343081903224,0.0
thin_tail,2000,8,500,75.0,25.0,100,750,750,750.0,1.0,1.6783328129565068e+21,1.3711968575555068e+20,1.2158895067681527e+21,5.248049578061744e+21,0.023932776544576963,0.01594867485951052,0.0229435292013618,0.034727470506415746,97.6067223455423,0.0
thin_tail,2000,8,1000,50.0,50.0,100,500,500,500.0,0.0,2.6314827728276898e+25,1.918525861050251e+24,1.9152621985257618e+25,8.30303573663828e+25,0.2079615613498613,0.1591181723871098,0.2020971129249601,0.27772244727285805,79.20384386501387,0.0
thin_tail,2000,10,500,75.0,25.0,100,750,750,750.0,1.0,9.640681879306635e+24,2.4058394150546483e+23,4.251337424714869e+24,2.8419624551054784e+25,0.00977217143087709,0.00617492677874088,0.009459230857352799,0.013703480145772825,99.02278285691229,0.0
thin_tail,2000,10,1000,50.0,50.0,100,500,500,500.0,0.0,1.7845515513848265e+30,4.450719515901984e+28,8.551715806506769e+29,6.306083671123664e+30,0.14061321888536388,0.08531312644027844,0.14032849442398365,0.18480313216812175,85.93867811146362,0.0
thin_tail,5000,2,1250,75.0,25.0,100,1875,1875,1875.0,1.0,350190741.41229993,194300572.32586184,343442717.65616006,539169967.3243322,0.26806340797942,0.25073785601257453,0.26661069654721015,0.2881632780725376,73.193659202058,0.0
thin_tail,5000,2,2500,50.0,50.0,100,1250,1250,1250.0,0.0,3535477809.7963424,1982974736.299804,3466911776.375272,5435669603.707572,0.5438319263036566,0.5060305066925112,0.5437391689086271,0.5803181962721312,45.61680736963434,0.0
thin_tail,5000,4,1250,75.0,25.0,100,1875,1875,1875.0,1.0,2672735420310912.0,917259951940419.2,2359621421204923.0,5330300985809851.0,0.12128636992911027,0.10970011937010743,0.12057913049588515,0.13677427538371353,87.87136300708897,0.0
thin_tail,5000,4,2500,50.0,50.0,100,1250,1250,1250.0,0.0,3.026939347235934e+17,1.021906819173788e+17,2.7011689336172374e+17,5.916872872895503e+17,0.40237508816820844,0.36717353399821706,0.39977845473551554,0.44665272895040875,59.76249118317915,0.0
thin_tail,5000,6,1250,75.0,25.0,100,1875,1875,1875.0,1.0,4.072969360962334e+21,7.232735685635016e+20,3.046600233693897e+21,9.701847196979387e+21,0.05464047238877547,0.044939877491762294,0.05383639085964005,0.06654533321630239,94.53595276112245,0.0
thin_tail,5000,6,2500,50.0,50.0,100,1250,1250,1250.0,0.0,5.326163003762852e+24,9.319229896577843e+23,4.047612676260533e+24,1.3363742881356364e+25,0.2945662304475434,0.25415451256430155,0.29173509943112563,0.34422888006587954,70.54337695524566,0.0
thin_tail,5000,8,1250,75.0,25.0,100,1875,1875,1875.0,1.0,1.464753864481208e+27,1.3963066046150709e+26,9.398214663074354e+26,3.867655017192704e+27,0.02436964971521478,0.019332893796706448,0.024175593363583853,0.030173134952094074,97.56303502847851,0.0
thin_tail,5000,8,2500,50.0,50.0,100,1250,1250,1250.0,0.0,2.171827205193385e+31,1.9796176661286357e+30,1.3919071531812275e+31,5.651663324984685e+31,0.2095553666251185,0.1724940477352733,0.2065606284567264,0.26218473538685994,79.04446333748814,0.0
thin_tail,5000,10,1250,75.0,25.0,100,1875,1875,1875.0,1.0,2.17162502276547e+32,7.29536823521029e+30,1.1539678592310334e+32,8.501564639003049e+32,0.010863546822273331,0.0080318238773602,0.010652994815498851,0.014544162297803734,98.91364531777266,0.0
thin_tail,5000,10,2500,50.0,50.0,100,1250,1250,1250.0,0.0,3.7626016310117844e+37,1.3068594736025285e+36,2.1388686621428314e+37,1.4279725909076492e+38,0.15237834198391328,0.1252504752774139,0.14830801885133144,0.1957690239133592,84.76216580160866,0.0
twdp,500,2,125,75.0,25.0,100,188,188,188.0,1.0,1242946.379250269,906093.3953400676,1216012.7607504113,1652390.1344332397,0.42895154976863054,0.37516709086131844,0.4292622365508237,0.4836667917605376,57.10484502313694,0.0
twdp,500,2,250,50.0,50.0,100,125,125,125.0,0.0,14659390.297293196,10657618.459448388,14334837.29190052,19510295.00628807,0.6094753989300089,0.549714720173214,0.6117331254790146,0.6670747486217706,39.05246010699911,0.0
twdp,500,4,125,75.0,25.0,100,188,188,188.0,1.0,19511982013.801544,9499598471.007677,19423246794.757175,29138743127.731636,0.3401103331693794,0.27665086019996,0.3397960963841582,0.3972504279747907,65.98896668306206,0.0
twdp,500,4,250,50.0,50.0,100,125,125,125.0,0.0,3280617046548.9414,1679239076393.4722,3308525128570.7915,4974136119702.801,0.5638930583040948,0.4777307611752995,0.5630315522599934,0.6593713769981624,43.61069416959052,0.0
twdp,500,6,125,75.0,25.0,100,188,188,188.0,1.0,45753267144371.38,20463456870893.2,42396893059621.25,76046691933408.34,0.25805489244884133,0.19996063758193083,0.2545188362676247,0.32469755072354295,74.19451075511586,0.0
twdp,500,6,250,50.0,50.0,100,125,125,125.0,0.0,1.1689677739725731e+17,5.05430636409601e+16,1.1519235202610706e+17,1.9048193618949946e+17,0.5007326977974713,0.41751711082353904,0.49707344218519434,0.6069798746166856,49.92673022025288,0.0
twdp,500,8,125,75.0,25.0,100,188,188,188.0,1.0,3.3212083133958096e+16,1.5154909548407756e+16,3.102600876617604e+16,5.951819725896272e+16,0.2218059884383414,0.16983170227686165,0.22092560041044917,0.27778533874426076,77.81940115616585,0.0
twdp,500,8,250,50.0,50.0,100,125,125,125.0,0.0,1.3471097298207915e+21,5.785923794020426e+20,1.1982506544472413e+21,2.380895746982814e+21,0.4771437345744238,0.3815228030772783,0.4731635440135511,0.5756483370062431,52.28562654255762,0.0
twdp,500,10,125,75.0,25.0,100,188,188,188.0,1.0,9.08546978331166e+18,3.9522834376984837e+18,8.337201368854709e+18,1.7962623585673753e+19,0.19325906682231847,0.11829060125343983,0.18612870524613956,0.2752175449698347,80.67409331776815,0.0
twdp,500,10,250,50.0,50.0,100,125,125,125.0,0.0,5.771046609985915e+24,2.484907948444894e+24,5.456411213428373e+24,1.1568835554439395e+25,0.43611545438350646,0.32538623427250435,0.43031847065831774,0.5668611138338053,56.388454561649354,0.0
twdp,1000,2,250,75.0,25.0,100,375,375,375.0,1.0,18593977.561405625,12366434.564857623,18803285.50978049,23672234.159676585,0.44658306813252197,0.40441402295869217,0.4458834251013247,0.49276032200005454,55.341693186747804,0.0
twdp,1000,2,500,50.0,50.0,100,250,250,250.0,0.0,217275054.41498944,145006920.6401263,219358952.8030833,268515976.6002215,0.6288637047121878,0.5790511411625907,0.6315524556441441,0.6732736998779855,37.11362952878122,0.0
twdp,1000,4,250,75.0,25.0,100,375,375,375.0,1.0,4690353229273.822,2702309215426.447,4708492057812.38,6424994502665.281,0.3388483547467325,0.29885370444887027,0.33742992419400153,0.37774335387212515,66.11516452532675,0.0
twdp,1000,4,500,50.0,50.0,100,250,250,250.0,0.0,775286264003918.9,427660700400677.2,776004975891635.1,1074256135706762.2,0.5692342478780695,0.514733160625279,0.5661212045496751,0.6297251367659707,43.07657521219305,0.0
twdp,1000,6,250,75.0,25.0,100,375,375,375.0,1.0,1.748116716495413e+17,9.704064608097326e+16,1.657499534016743e+17,2.696275901760757e+17,0.2772994547088134,0.22451536996611876,0.27501158629669753,0.3242951753912063,72.27005452911867,0.0
twdp,1000,6,500,50.0,50.0,100,250,250,250.0,0.0,4.281216725769029e+20,2.3020178287316163e+20,4.157600482414583e+20,6.741304546498492e+20,0.5215118258465258,0.4530251050937501,0.5243337427723778,0.5919090549468594,47.84881741534742,0.0
twdp,1000,8,250,75.0,25.0,100,375,375,375.0,1.0,1.98055509971965e+21,9.27357546037855e+20,1.8196642306238406e+21,3.4175655500546064e+21,0.22849239156310486,0.18834012080370754,0.22434149558223843,0.2792717963903949,77.15076084368951,0.0
twdp,1000,8,500,50.0,50.0,100,250,250,250.0,0.0,7.284867136144086e+25,3.261098899530511e+25,6.828102050867225e+25,1.250158112773821e+26,0.4786127115185997,0.41111161795330536,0.4816394685174217,0.5475517836828065,52.138728848140026,0.0
twdp,1000,10,250,75.0,25.0,100,375,375,375.0,1.0,8.872739338183003e+24,3.520787676680731e+24,8.183884885668355e+24,1.609383979155153e+25,0.19446391758666817,0.15543802867512665,0.1877582391742536,0.257494263457912,80.55360824133318,0.0
twdp,1000,10,500,50.0,50.0,100,250,250,250.0,0.0,5.114804383651601e+30,2.2441128311468042e+30,4.8273909099677796e+30,9.269553450972189e+30,0.45310065943027694,0.37007016411795357,0.4539417642625524,0.5261289987042518,54.689934056972305,0.0
twdp,2000,2,500,75.0,25.0,100,750,750,750.0,1.0,269055026.18154466,201228865.14989305,270978592.0592022,323103616.22557503,0.4468503940852947,0.41960458186711164,0.44467508002900913,0.479792663903784,55.31496059147052,0.0
twdp,2000,2,1000,50.0,50.0,100,500,500,500.0,0.0,3150095429.0559525,2382401112.336806,3145831205.5651207,3800401755.952031,0.6311868491501481,0.6005949478639515,0.6282590297102479,0.6652179832399204,36.88131508498519,0.0
twdp,2000,4,500,75.0,25.0,100,750,750,750.0,1.0,1040860892920931.9,649093335775639.5,1050338880392848.8,1506544118898895.0,0.3447543806689595,0.3123348977668217,0.343311644754802,0.3797813975712073,65.52456193310404,0.0
twdp,2000,4,1000,50.0,50.0,100,500,500,500.0,0.0,1.7153638916969296e+17,1.0903172004148469e+17,1.7101235285357274e+17,2.5281086225543568e+17,0.5778798313211183,0.5373146718926209,0.5768756190770139,0.6311990047705451,42.21201686788818,0.0
twdp,2000,6,500,75.0,25.0,100,750,750,750.0,1.0,6.267592223065565e+20,3.667484364306234e+20,6.03665623853568e+20,9.191154495477468e+20,0.2791165787369938,0.2507595527829139,0.277964977116432,0.3121237952787572,72.08834212630062,0.0
twdp,2000,6,1000,50.0,50.0,100,500,500,500.0,0.0,1.4848012145459286e+24,8.656700595891344e+23,1.416900599100559e+24,2.1768570997931236e+24,0.5311861719618886,0.4817020909910815,0.5308259976124541,0.5824014428937477,46.881382803811135,0.0
twdp,2000,8,500,75.0,25.0,100,750,750,750.0,1.0,1.003719997278356e+26,4.364659154252677e+25,9.33481047976074e+25,1.7730394368499524e+26,0.23366330943597016,0.19824739639296446,0.2326299829279104,0.26617660304412116,76.63366905640298,0.0
twdp,2000,8,1000,50.0,50.0,100,500,500,500.0,0.0,3.5630615214291423e+30,1.5150799947718027e+30,3.3734074904848097e+30,6.477400179276936e+30,0.49563655415292046,0.4413057389010735,0.4957434384450633,0.548593545211412,50.43634458470796,0.0
twdp,2000,10,500,75.0,25.0,100,750,750,750.0,1.0,7.694594977949582e+30,3.468861868744521e+30,7.019826509494781e+30,1.2909054454398142e+31,0.19899949274671389,0.17153114755050808,0.1964625948952918,0.23399103776840252,80.10005072532861,0.0
twdp,2000,10,1000,50.0,50.0,100,500,500,500.0,0.0,4.1696209341094154e+36,1.820170584710441e+36,3.794644015429641e+36,6.825363088807601e+36,0.4648378033963321,0.4140341778296305,0.4620257909905524,0.525714246651528,53.51621966036679,0.0
twdp,5000,2,1250,75.0,25.0,100,1875,1875,1875.0,1.0,9645198070.857033,7798309102.298805,9592921031.878036,11857555248.051056,0.45268988979308766,0.4329328737209014,0.453177924483528,0.4738713015487358,54.73101102069123,0.0
twdp,5000,2,2500,50.0,50.0,100,1250,1250,1250.0,0.0,112855688142.94803,91447016510.29932,112496785767.48032,136070115464.54384,0.6392577426825377,0.6155090841791871,0.6405061480607779,0.659549565247249,36.07422573174624,0.0
twdp,5000,4,1250,75.0,25.0,100,1875,1875,1875.0,1.0,1.2822790829945705e+18,8.051784031840498e+17,1.3284616683064392e+18,1.7634055362458145e+18,0.345721892377992,0.32694821594178264,0.34516409220552946,0.3674172779166545,65.42781076220079,0.0
twdp,5000,4,2500,50.0,50.0,100,1250,1250,1250.0,0.0,2.0869057580910317e+20,1.3276751771791291e+20,2.1404408954956467e+20,2.8701185792492228e+20,0.5767273655100882,0.5474381228467683,0.5734900300378267,0.6101722168352064,42.32726344899119,0.0
twdp,5000,6,1250,75.0,25.0,100,1875,1875,1875.0,1.0,2.8517993110868643e+25,1.6038944031982225e+25,2.7813712170361353e+25,4.215590591834186e+25,0.28109180697629665,0.26234795912256115,0.28219679019605004,0.30096187097810767,71.89081930237033,0.0
twdp,5000,6,2500,50.0,50.0,100,1250,1250,1250.0,0.0,6.710218142997469e+28,3.7539707726615256e+28,6.51981868559464e+28,1.0062171440777315e+29,0.5358896914443112,0.5085885300296908,0.5357933418023606,0.5621550791521777,46.41103085556888,0.0
twdp,5000,8,1250,75.0,25.0,100,1875,1875,1875.0,1.0,1.9708806473720335e+32,1.003810959756446e+32,1.94076354604515e+32,3.124682145687111e+32,0.23661405961403162,0.21645857980112396,0.2349603522082424,0.2569900702511675,76.33859403859684,0.0
twdp,5000,8,2500,50.0,50.0,100,1250,1250,1250.0,0.0,6.773733968837595e+36,3.500462996882044e+36,6.648258240138759e+36,1.0591184561590127e+37,0.4996354418067074,0.46419234026316525,0.4992110435127882,0.5285879349770343,50.036455819329255,0.0
twdp,5000,10,1250,75.0,25.0,100,1875,1875,1875.0,1.0,5.288804070736533e+38,2.1311227898233104e+38,5.182687899884284e+38,8.955676642817627e+38,0.2003128163042076,0.17873229518876774,0.2012816806565563,0.21694185462445462,79.96871836957924,0.0
twdp,5000,10,2500,50.0,50.0,100,1250,1250,1250.0,0.0,2.69933104723659e+44,1.0558074152327017e+44,2.635449467998195e+44,4.45203309861466e+44,0.46764583336332805,0.4317078581695907,0.4689272323018828,0.5037275190557312,53.235416663667195,0.0
