data_profile,off_pct,K,T,threshold_source,samples,winner_rate,u_g_mean,u_g_p05,u_g_p50,u_g_p95,u_g_db_mean,u_g_vs_best_T_mean,u_g_vs_best_T_p05,u_g_gap_to_best_pct_mean,elapsed_seconds_mean,candidate_kind_mode
gaussian,25.0,750,30,gap_top2,2,0.0,223038567.17533538,213320622.0631593,223038567.17533538,232756512.28751147,83.47870438915706,0.9725010680202852,0.957646184856146,2.7498931979714705,0.03783671999917715,power_window
gaussian,25.0,750,80,mean_plus_1.5std,19,0.2631578947368421,184752350.8444574,116829720.48537244,180292137.77737695,259252506.3535056,82.52426585971875,0.9724387950923056,0.9300240711312248,2.7561204907694346,0.030754071263225723,power_window
gaussian,25.0,750,52,mean_plus_2std,31,0.2903225806451613,217887000.5584112,164849474.54588807,212517032.61050552,294642721.72090316,83.29945858890716,0.971476128960763,0.9254398603138903,2.8523871039237,0.037889517838207654,power_window
gaussian,25.0,750,38,off_pct_15+gap_top3+mean_plus_2std,400,0.19,198144883.00224662,112587254.26222134,192706562.85854903,290809298.4957802,82.8076655363375,0.9663771290638984,0.9077608715845065,3.3622870936101608,0.03867055641995648,power_window
gaussian,25.0,750,83,mean_plus_1.5std,31,0.16129032258064516,208312302.70061448,128624158.62465012,213420223.89723682,275125490.7414968,83.03951928917976,0.9635051178687811,0.9250036415386663,3.649488213121891,0.03145569009692765,power_window
gaussian,25.0,750,82,mean_plus_1.5std,20,0.1,200215388.90904576,135768880.83172795,202632519.0933387,265608384.55370137,82.91112832821238,0.9603144750129132,0.9238694511741101,3.968552498708668,0.0311221978507092,power_window
gaussian,25.0,750,27,gap_top3,2,0.0,250368712.2287482,234854251.76273492,250368712.2287482,265883172.69476148,83.97548211709004,0.9591966575292517,0.9475331009313969,4.080334247074835,0.04621454149855708,power_window
gaussian,25.0,750,57,mean_plus_2std,5,0.0,199674897.1745497,142863951.52112475,191915096.97993645,271198698.757516,82.86192506666279,0.9562347073733501,0.9378175221277585,4.3765292626649765,0.038491862199589374,power_window
gaussian,25.0,750,86,mean_plus_1.5std,28,0.03571428571428571,202528014.5110335,139575768.3167222,185624267.0084704,292160945.6769056,82.93680558256696,0.955011106992916,0.9089225192082108,4.498889300708395,0.03124397032167638,power_window
gaussian,25.0,750,53,mean_plus_2std,13,0.0,210642360.4167581,148727070.67190805,202979551.20599747,316978223.34700996,83.09029940831066,0.9536477551269151,0.9213413892729213,4.6352244873084905,0.03758955892296329,power_window
gaussian,25.0,750,84,mean_plus_1.5std,30,0.1,198352945.04638663,138457453.9078239,201074489.8329838,282770831.8948152,82.86966510251047,0.9534578361740798,0.9194284142312485,4.6542163825920255,0.03110295406647007,power_window
gaussian,25.0,750,59,mean_plus_1.5std+mean_plus_2std,2,0.5,195573789.3131606,144586483.21242458,195573789.3131606,246561095.41389665,82.72279534233381,0.9502280868240631,0.9054333649657199,4.977191317593688,0.03496188499957498,power_window
gaussian,25.0,750,128,mean_plus_1std,1,0.0,133001050.30014828,133001050.30014828,133001050.30014828,133001050.30014828,81.23855070574287,0.9473267362488367,0.9473267362488367,5.267326375116332,0.02268026199817541,power_window
gaussian,25.0,750,58,gap_top3+mean_plus_2std,3,0.3333333333333333,194101099.92283654,126307813.47864367,135466819.1440011,302938382.91221416,82.45664470807121,0.9442805954943055,0.9119551904974681,5.571940450569445,0.03396797700042953,power_window
gaussian,25.0,750,35,mean_plus_2std+gap_top1+gap_top3,3,0.0,227562809.85093084,189299970.52713633,230630848.40729052,263678022.18527365,83.52160785551989,0.9435627360625208,0.9170063333090054,5.64372639374792,0.039088118999643484,power_window
gaussian,25.0,750,85,mean_plus_1.5std,35,0.02857142857142857,188611163.31730106,135329602.56429636,183239763.2174662,269642438.9843385,82.64871592082282,0.9425033550894502,0.8938906082634837,5.749664491054996,0.03095278594274922,power_window
gaussian,25.0,750,20,gap_top3+gap_top2+gap_top1,7,0.0,227216635.44982204,167788495.0088246,217183582.7084499,292701380.674399,83.47512816475458,0.9365900794424344,0.8926869737375432,6.340992055756558,0.03994088628470698,power_window
gaussian,25.0,750,24,gap_top2+gap_top3,5,0.0,194953383.58210203,153613539.3038003,164438390.337528,285042533.72541,82.73841594429746,0.9347780231681277,0.9070055416576605,6.5221976831872315,0.03992086660073255,power_window
gaussian,25.0,750,87,mean_plus_1.5std,26,0.0,196091420.44503257,141890660.7776164,189911922.71953744,286481318.18822527,82.83699268602024,0.9323329617656946,0.8897330706192582,6.766703823430545,0.030426875615655893,power_window
gaussian,25.0,750,23,gap_top3,2,0.0,223167286.58900446,210191307.35763296,223167286.58900446,236143265.82037595,83.47722301804279,0.9285151310717175,0.9178929606556004,7.148486892828248,0.049687459501001285,power_window
gaussian,25.0,750,70,gap_top3,1,0.0,136237603.5379408,136237603.5379408,136237603.5379408,136237603.5379408,81.34296995645956,0.9272490704438334,0.9272490704438334,7.275092955616658,0.032980494001094485,power_window
gaussian,25.0,750,25,legacy+off_pct_10+gap_top3,400,0.0625,189676316.3977468,108146726.51090162,184992561.9314246,284491680.38717765,82.60966409944857,0.9240106738541871,0.8380084867969935,7.598932614581281,0.04072963083250215,power_window
gaussian,25.0,750,26,gap_top3+gap_top1+gap_top2,7,0.0,218938949.6789206,147773364.50297007,244941189.38005805,276969221.45598704,83.2805335602096,0.9227032709199622,0.8728052249177963,7.729672908003788,0.04046247885604056,power_window
gaussian,25.0,750,88,mean_plus_1.5std,16,0.0,189000577.70775786,137875555.2181618,183380804.3380223,253623210.5303092,82.662446437754,0.9223357137010056,0.8800241094162693,7.766428629899432,0.029560258875108048,power_window
gaussian,25.0,750,56,mean_plus_2std,1,0.0,235643309.58718973,235643309.58718973,235643309.58718973,235643309.58718973,83.72255113730228,0.9203386558498136,0.9203386558498136,7.966134415018644,0.03450729100222816,power_window
gaussian,25.0,750,22,gap_top3,2,0.0,253919782.2374661,234784667.86992648,253919782.2374661,273054896.60500574,84.03168741385616,0.9188717423214678,0.8844152763085334,8.11282576785321,0.04631835950021923,power_window
gaussian,25.0,750,89,mean_plus_1.5std,15,0.0,193475717.324221,121345717.18860997,173758559.9110556,269003123.66250354,82.68026173115108,0.9182124069032697,0.8713675088208005,8.178759309673024,0.0312456280667296,power_window
gaussian,25.0,750,32,gap_top2,1,0.0,214293860.8160836,214293860.8160836,214293860.8160836,214293860.8160836,83.31009729362457,0.9176272415315933,0.9176272415315933,8.237275846840674,0.03703979900092236,power_window
gaussian,25.0,750,100,legacy+quantile_0.9,400,0.0125,187238471.27496764,108562336.98353776,183757942.80207145,266764993.82816538,82.56871571006126,0.9149930393255162,0.8472374839563803,8.500696067448372,0.02838374519491481,power_window
gaussian,25.0,750,90,mean_plus_1.5std,16,0.0,214113405.76800084,143587811.25967154,205125950.4944663,303722690.3158146,83.13750040308831,0.9149872294643743,0.8644827948275448,8.501277053562573,0.03179631687476103,power_window
gaussian,25.0,750,126,mean_plus_1std,1,0.0,145640163.22534466,145640163.22534466,145640163.22534466,145640163.22534466,81.63281156995131,0.9117570807292067,0.9117570807292067,8.824291927079331,0.024961551000160398,power_window
gaussian,25.0,750,130,mean_plus_1std,1,0.0,178000188.71335045,178000188.71335045,178000188.71335045,178000188.71335045,82.50420462742171,0.9114720942314543,0.9114720942314543,8.852790576854574,0.022624458997597685,power_window
gaussian,25.0,750,91,mean_plus_1.5std,12,0.0,203053607.6925185,133253716.26757163,215722942.33332896,252809735.5033466,82.97418936614058,0.9109474831699229,0.8764944692952014,8.905251683007705,0.029991767167302896,power_window
gaussian,25.0,750,131,mean_plus_1std,7,0.0,135344230.66379735,106968370.69259764,127246963.89121556,187219730.87854645,81.2161355923818,0.9092160114696526,0.8814482536866554,9.07839885303474,0.023284666427831065,power_window
gaussian,25.0,750,127,mean_plus_1std,1,0.0,149614401.3584952,149614401.3584952,149614401.3584952,149614401.3584952,81.74973399206932,0.9091785425786489,0.9091785425786489,9.082145742135106,0.02312039900061791,power_window
gaussian,25.0,750,16,gap_top2+gap_top3+gap_top1,11,0.0,223956733.64941996,148493525.79300582,216096396.43996,318343008.2479892,83.33259819267094,0.9088533490937333,0.8197929927104012,9.11466509062668,0.04090320899988662,power_window
gaussian,25.0,750,19,gap_top3+gap_top2,5,0.0,209793076.7672005,135250872.99077561,242597955.90098354,266169075.48851323,83.0478321572156,0.9061831604096025,0.8199467011534254,9.381683959039751,0.04012484560007579,power_window
gaussian,25.0,750,61,mean_plus_2std,1,0.0,138340599.04635975,138340599.04635975,138340599.04635975,138340599.04635975,81.40949651940936,0.905616216762895,0.905616216762895,9.438378323710495,0.03454430599958869,power_window
gaussian,25.0,750,21,gap_top1+gap_top3+gap_top2,3,0.0,220521448.5607252,133278933.70179394,228002411.03348756,302527289.68872285,83.13155803300823,0.90057332203566,0.8725147935167481,9.942667796434002,0.039340316666008825,power_window
gaussian,25.0,750,129,mean_plus_1std,3,0.0,141848856.5388186,87456234.00515212,134420558.06404233,201441288.00482845,81.21150557400047,0.898624040172057,0.8802623050981513,10.137595982794307,0.02305717000126606,power_window
gaussian,25.0,750,94,mean_plus_1.5std,4,0.0,208991251.43441263,167081502.08709884,211632254.28215122,247203596.7948924,83.14005445979734,0.8959784845940811,0.841312795820899,10.402151540591886,0.029393124500529666,power_window
gaussian,25.0,750,95,mean_plus_1.5std,4,0.0,263369494.91878396,189009961.79098764,270621803.75222063,327575795.6797689,84.09248717383366,0.8958592576662581,0.8775599311966805,10.4140742333742,0.02776593225007673,power_window
gaussian,25.0,750,29,gap_top3,1,0.0,224271714.29313123,224271714.29313123,224271714.29313123,224271714.29313123,83.507745027357,0.8920011033867884,0.8920011033867884,10.79988966132116,0.03949415299939574,power_window
gaussian,25.0,750,18,gap_top3+gap_top2,4,0.0,175437570.9101425,120087262.00008383,168013795.7146161,241181165.0939382,82.2413572429833,0.8884550433521818,0.8410198723276721,11.154495664781813,0.04050651674879191,power_window
gaussian,25.0,750,28,gap_top3+gap_top2,2,0.0,191165506.24592328,148057899.17374817,191165506.24592328,234273113.3180984,82.67330893294931,0.884630908044719,0.8660296658021263,11.5369091955281,0.03890039850011817,power_window
gaussian,25.0,750,92,mean_plus_1.5std,6,0.0,227158646.18006238,175113732.12455505,239594844.76283294,256747571.40605494,83.51279670197508,0.8837942619014788,0.8497584150421671,11.620573809852111,0.030439244999191335,power_window
gaussian,25.0,750,132,mean_plus_1std,4,0.0,97230592.63769135,70483802.01313838,94429470.12081105,127898954.78587674,79.7489917404375,0.8813228630223856,0.8253913833445149,11.867713697761442,0.02318736000052013,power_window
gaussian,25.0,750,17,gap_top3+gap_top1,5,0.0,185476970.4341702,121161447.89727211,181435297.95743278,240578616.53411615,82.52149643118442,0.8797986503943569,0.8403966163860724,12.020134960564313,0.041027150400623213,power_window
gaussian,25.0,750,96,mean_plus_1.5std,3,0.0,218162870.04037,170947482.1574864,232144172.9727338,255591345.8705989,83.30981160997437,0.8750290903498886,0.8670621011124722,12.49709096501114,0.029146521667523,power_window
gaussian,25.0,750,133,mean_plus_1std,2,0.0,205609553.5776366,164490021.78001255,205609553.5776366,246729085.37526062,83.02047448389935,0.8734330615615047,0.8667616690915372,12.656693843849526,0.023442506999344914,power_window
gaussian,25.0,750,137,mean_plus_1std,8,0.0,177329815.76602334,131076982.79565538,176236746.05447108,220555161.22666195,82.39661386533113,0.8733708906340857,0.8352402256244216,12.662910936591429,0.022127365125015785,power_window
gaussian,25.0,750,134,mean_plus_1std,9,0.0,137680881.47017598,98518968.14277056,147696539.5005551,166960613.63984203,81.31738530791611,0.8720219698010518,0.8183900989801027,12.797803019894811,0.02196166733402707,power_window
gaussian,25.0,750,93,mean_plus_1.5std,5,0.0,222045486.5713849,179660542.84419474,228906868.5491214,249954410.2678324,83.42521689863247,0.8705444541635128,0.8228594869349798,12.945554583648732,0.028176350001012908,power_window
gaussian,25.0,750,136,mean_plus_1std,12,0.0,159048467.734756,109344816.46238793,151395567.3310362,225509252.07060513,81.8860361952653,0.8625537890899926,0.8264037329785031,13.744621091000747,0.022433833000225906,power_window
gaussian,25.0,750,13,gap_top2+gap_top3+gap_top1,21,0.0,199609136.3533736,148037721.85168597,196625353.23168638,266245631.87362513,82.89350200553555,0.8605183171954436,0.768408586450786,13.948168280455645,0.042143557333474746,power_window
gaussian,25.0,750,135,mean_plus_1std,7,0.0,154507803.09277138,81530862.73713532,175003702.47421074,201664050.4988292,81.64637885194544,0.858535831709596,0.7762215947910709,14.146416829040401,0.022592152570203843,power_window
gaussian,25.0,750,15,gap_top2+gap_top3+gap_top1,11,0.0,201065992.35491097,121701215.06259146,189552680.3333009,343944951.1627554,82.75716555436411,0.855306580987645,0.7406680783767319,14.46934190123551,0.04162076245484059,power_window
gaussian,25.0,750,138,mean_plus_1std,9,0.0,163989778.89808485,81792266.72586316,168141337.29705137,263153335.77309048,81.8214807269312,0.8500895265382362,0.8260470070096043,14.991047346176373,0.0233810865558755,power_window
gaussian,25.0,750,97,mean_plus_1.5std,1,0.0,167961379.33717147,167961379.33717147,167961379.33717147,167961379.33717147,82.25209432505926,0.8473705467133453,0.8473705467133453,15.262945328665467,0.02798657800303772,power_window
gaussian,25.0,750,11,gap_top2+gap_top3+gap_top1,24,0.041666666666666664,182514033.90633687,100343794.41856778,171293344.83306223,263637240.82415894,82.36411262680475,0.8393650112389279,0.7118587136841271,16.063498876107207,0.04264451474940264,power_window
gaussian,25.0,750,101,mean_plus_1.5std,1,0.0,255692358.45792475,255692358.45792475,255692358.45792475,255692358.45792475,84.07717749030846,0.8384920016686566,0.8384920016686566,16.150799833134343,0.026684251002734527,power_window
gaussian,25.0,750,139,mean_plus_1std,12,0.0,157073575.25889865,111898581.82074594,147385974.18904048,210034188.8899911,81.85650440563931,0.8378259135244166,0.7977469960843141,16.217408647558337,0.022801896083061973,power_window
gaussian,25.0,750,14,gap_top2+gap_top1+gap_top3,14,0.0,171566981.48521328,100884415.75324275,185211795.6694752,221721061.1936903,82.18980915596077,0.8362675607942268,0.7681828328268213,16.373243920577313,0.0417768978573544,power_window
gaussian,25.0,750,141,mean_plus_1std,20,0.0,168352137.83522886,79418032.25927621,169015624.74493337,266540650.1078381,81.9924857694444,0.8361158336321189,0.8143086852019004,16.388416636788104,0.021672353799476695,power_window
gaussian,25.0,750,140,mean_plus_1std,10,0.0,162157534.22890013,118054650.94804685,156972745.35365856,215265604.62469953,81.99671427239576,0.8311585700979094,0.7877239123578654,16.884142990209064,0.02139283269934822,power_window
gaussian,25.0,750,142,mean_plus_1std,16,0.0,164650292.99105993,116209934.12074324,164744101.5373627,199108025.68478486,82.09554485546806,0.8307321128010191,0.7953657694647929,16.926788719898088,0.022190348687445294,power_window
gaussian,25.0,750,98,mean_plus_1.5std,2,0.0,259907365.51050362,244447085.42516798,259907365.51050362,275367645.59583926,84.13867944843537,0.8229447150172075,0.8209748546038377,17.705528498279257,0.029481456500434433,power_window
gaussian,25.0,750,143,mean_plus_1std,29,0.0,170714003.03153557,109472977.9753521,167840011.453324,221779723.2797887,82.20292990129614,0.8218331058140664,0.7855193375971821,17.816689418593356,0.021477256517316384,power_window
gaussian,25.0,750,12,off_pct_5+gap_top3+gap_top2+gap_top1,400,0.0025,168925792.13232097,93207225.3723123,164648576.2654965,261124615.8501239,82.08490469650447,0.820762672597143,0.7089377877429582,17.9237327402857,0.04281792745254279,power_window
gaussian,25.0,750,102,mean_plus_1.5std,1,0.0,160581337.92258123,160581337.92258123,160581337.92258123,160581337.92258123,82.05695072024977,0.8139862905757022,0.8139862905757022,18.601370942429785,0.026862555998377502,power_window
gaussian,25.0,750,144,mean_plus_1std,30,0.0,148472097.51853767,77681920.99076882,149607293.23138404,221373835.4019472,81.50540254550674,0.8081852856364037,0.770236099168073,19.181471436359626,0.02169181760000356,power_window
gaussian,25.0,750,9,gap_top2+gap_top3+gap_top1,35,0.0,169308852.50362992,114105630.18099248,169831930.22418678,224729281.27602008,82.18903827994772,0.7980818878484071,0.6947643682020129,20.191811215159294,0.042159693028744574,power_window
gaussian,25.0,750,145,mean_plus_1std,18,0.0,164101636.1131958,92094259.27242534,160420922.06071925,223712950.25957754,81.98488141954243,0.7977274811289518,0.7704224641271754,20.22725188710482,0.02060039455540795,power_window
gaussian,25.0,750,146,mean_plus_1std,20,0.0,173508509.0283982,127246218.18642753,166107237.87673408,248937391.0200167,82.2923906583633,0.7962405491557202,0.7500403686818764,20.375945084427983,0.020772018300522176,power_window
gaussian,25.0,750,10,legacy+quantile_0.99+gap_top3+gap_top2+gap_top1,400,0.0,162770509.92766193,91334302.14153154,157869167.33948386,250743846.2396634,81.91984030333964,0.7906676254644601,0.6689658705355125,20.93323745355398,0.04331241208489701,power_window
gaussian,25.0,750,147,mean_plus_1std,16,0.0,177295952.42757338,134596796.8116884,176629361.5343342,222329845.72428742,82.4019454663487,0.7852115215555177,0.7592697913356459,21.47884784444824,0.020400059874646104,power_window
gaussian,25.0,750,148,mean_plus_1std,19,0.0,154463712.3783569,96021843.99882543,148150090.35741243,212197978.88698295,81.72824726164912,0.7709704711433111,0.728293250795038,22.902952885668885,0.02022070178952019,power_window
gaussian,25.0,750,8,gap_top3+gap_top2+gap_top1,42,0.0,168657400.01878715,106139458.69983104,163451319.04627055,247623620.53404415,82.12098379490794,0.7630326700526977,0.6662507324056202,23.69673299473022,0.04315701785725694,power_window
gaussian,25.0,750,149,mean_plus_1std,21,0.0,167098981.38561463,108356057.75504655,163433883.53482667,228651663.8362996,82.10509765556829,0.762933752358626,0.723367347385523,23.7066247641374,0.020251468618620753,power_window
gaussian,25.0,750,150,mean_plus_1std,16,0.0,163866603.5056066,113757360.46558589,146159052.5739947,248671134.4997096,81.98683494242812,0.7604055116071086,0.7221956987512952,23.95944883928914,0.020447460125069483,power_window
gaussian,25.0,750,7,gap_top1+gap_top2+gap_top3,52,0.0,169789657.8619971,103983899.00860384,162705754.3900205,262112285.86417124,82.10186632395623,0.7581572361301705,0.6136636894041538,24.18427638698294,0.04306015744238651,power_window
gaussian,25.0,750,151,mean_plus_1std,21,0.0,155736132.61468014,108330515.22003692,136020040.1939657,227339401.12298065,81.78800033129646,0.7549525995428235,0.7162140737936358,24.50474004571766,0.020451147666573802,power_window
gaussian,25.0,750,152,mean_plus_1std,15,0.0,166830148.00433868,133491427.17706442,158591692.4983084,214940971.98504907,82.16302549310441,0.7473436651310054,0.7209584943022025,25.26563348689946,0.020020443799633844,power_window
gaussian,25.0,750,153,mean_plus_1std,16,0.0,167168065.10089177,116294040.68555436,168317458.5079331,216321241.98362562,82.13083882471055,0.7370004036543031,0.7030715295366926,26.29995963456969,0.02047205731264512,power_window
gaussian,25.0,750,154,mean_plus_1std,10,0.0,165402276.76959327,108346295.54597886,161089175.6212621,226502319.29085022,82.02602353547982,0.7296610242549025,0.6981629050723575,27.03389757450974,0.019757649999883144,power_window
gaussian,25.0,750,155,mean_plus_1std,8,0.0,164466182.00645635,129960570.35039985,163587176.25309584,198248928.5464417,82.11576682859663,0.7284491795894549,0.7030895342163545,27.155082041054513,0.018823567999334045,power_window
gaussian,25.0,750,6,gap_top1+gap_top3+gap_top2,69,0.0,156084889.82199216,85990687.03443126,152338694.5893406,242958647.94155043,81.71970683299465,0.7252032339754293,0.5933185476329011,27.47967660245707,0.04464615692758462,power_window
gaussian,25.0,750,156,mean_plus_1std,10,0.0,162592282.66692716,115131001.52927446,137225859.71273303,269389494.12436444,81.88256082915856,0.723163327468135,0.702996751327794,27.683667253186496,0.018833757500397043,power_window
gaussian,25.0,750,157,mean_plus_1std,7,0.0,179819394.38030574,128870478.57925168,165405125.8412662,232803686.80146012,82.42909993931484,0.7214474347755581,0.6931216761714766,27.855256522444193,0.018803603428490794,power_window
gaussian,25.0,750,159,mean_plus_1std,5,0.0,206338100.25995702,173373989.06697547,207069593.8460272,231657430.73967806,83.1159877928331,0.7211057208236055,0.70663692845555,27.889427917639456,0.018434023000008893,power_window
gaussian,25.0,750,158,mean_plus_1std,4,0.0,130283941.16039076,117061511.69866148,126806165.4517636,148375256.61419806,81.12654098391086,0.6998792471260052,0.6803921223261439,30.012075287399473,0.018017688999862003,power_window
gaussian,25.0,750,5,legacy+off_pct_2+gap_top1+gap_top2+gap_top3,400,0.0,142144095.99090686,75326856.66113517,137609026.72837305,232025750.5525552,81.31040052112256,0.6889197934259065,0.5726063380495675,31.108020657409362,0.044219662537552724,power_window
gaussian,25.0,750,4,gap_top3+gap_top2+gap_top1,106,0.0,138684274.25377148,89907937.3687317,133821293.83477604,212912504.6499737,81.2564653950493,0.6807192613870312,0.5883659376914945,31.92807386129689,0.04409685251891272,power_window
gaussian,25.0,750,161,mean_plus_1std,2,0.0,177504146.579104,159797839.54435706,177504146.579104,195210453.61385098,82.46524459321186,0.6795993099262607,0.6625966224511873,32.04006900737392,0.017525221999676432,power_window
gaussian,25.0,750,163,mean_plus_1std,2,0.0,157810644.80178362,145453846.6461979,157810644.80178362,170167442.95736933,81.96486394914515,0.6722974153144412,0.6651512554256973,32.77025846855587,0.018818084499798715,power_window
gaussian,25.0,750,160,mean_plus_1std,6,0.0,149304581.56260726,94341739.80128786,148313583.50550878,199159672.82011142,81.55229231699893,0.6721174632598338,0.6539556894050692,32.78825367401661,0.018501612332329387,power_window
gaussian,25.0,750,166,mean_plus_1std,1,0.0,137724989.72431222,137724989.72431222,137724989.72431222,137724989.72431222,81.39012748642565,0.6635339146973789,0.6635339146973789,33.646608530262114,0.018583524000860052,power_window
gaussian,25.0,750,3,gap_top3+gap_top2+gap_top1,139,0.0,127557451.03837018,65565192.138938814,125264201.89224982,203233628.68595427,80.80214542643452,0.6478949698659064,0.5208144622275109,35.21050301340936,0.044512378453337144,power_window
gaussian,25.0,750,200,quantile_0.8,400,0.0,128762996.73196962,75440828.31977487,126947227.74488553,187156709.87926552,80.93915529107427,0.6292298245204692,0.5707742574000338,37.07701754795308,0.012576156927461852,power_window
gaussian,25.0,750,162,mean_plus_1std,1,0.0,162137347.72592822,162137347.72592822,162137347.72592822,162137347.72592822,82.0988306446629,0.6089620439253092,0.6089620439253092,39.10379560746908,0.01755881600183784,power_window
gaussian,25.0,750,2,legacy+off_pct_1+gap_top1+gap_top2+gap_top3,400,0.0,121662850.31504752,57357236.683487065,117649064.81796987,211418673.57953256,80.5672385695368,0.5833373689689646,0.43925247333691814,41.66626310310354,0.04551502446755876,power_window
gaussian,25.0,750,1,legacy+off_pct_0.5+gap_top2+gap_top1+gap_top3,400,0.0,109994340.39723948,49293833.76596338,103354061.6972871,195709595.14235178,80.06328615625733,0.5225758431540379,0.36245825736210774,47.74241568459621,0.04654491025989046,power_window
gaussian,25.0,750,0,top_power,400,0.0,95184126.33351436,36920411.236236155,89087107.30214778,184818577.69427785,79.27677040787769,0.4417398145596691,0.27344278547090384,55.8260185440331,0.01830703651496151,power_window
gaussian,50.0,500,31,gap_top3,1,1.0,67747751.37433805,67747751.37433805,67747751.37433805,67747751.37433805,78.3089488505311,1.0,1.0,0.0,0.06830667000031099,power_window
gaussian,50.0,500,34,mean_plus_2std,1,1.0,130965793.94831295,130965793.94831295,130965793.94831295,130965793.94831295,81.17157880088365,1.0,1.0,0.0,0.06912276600269252,power_window
gaussian,50.0,500,36,gap_top3,1,1.0,124699426.82545374,124699426.82545374,124699426.82545374,124699426.82545374,80.95864457270727,1.0,1.0,0.0,0.0707996480014117,power_window
gaussian,50.0,500,74,mean_plus_1.5std,5,0.6,78376002.3526732,44538111.90979007,80353035.4693299,106402698.86915606,78.6779732508461,0.9978573974312898,0.992965061614821,0.2142602568710128,0.07017575860008947,power_window
gaussian,50.0,500,39,mean_plus_2std,6,0.5,79768974.98366365,44741518.651126295,78899962.701466,120224931.80974436,78.72418688276194,0.9960527114403354,0.9885852295988201,0.39472885596646595,0.06817790749967874,power_window
gaussian,50.0,500,77,mean_plus_1.5std,12,0.4166666666666667,70464195.48449847,42735387.46358054,71554763.77113396,106882561.86119783,78.26993503316884,0.9957689861991702,0.985879285714595,0.4231013800829806,0.0629994058332765,power_window
gaussian,50.0,500,40,mean_plus_2std,8,0.875,66044100.5851253,45096304.24568675,69737249.48746324,79780626.69193201,78.10503691911212,0.9953026649313084,0.9755738576428037,0.4697335068691591,0.06843921199970282,power_window
gaussian,50.0,500,72,mean_plus_1.5std,9,0.6666666666666666,67299218.92156741,41338243.66379258,73388169.04871203,83458021.94501044,78.1477025268341,0.9947872911517364,0.9794522721446062,0.5212708848263587,0.06547583311071827,power_window
gaussian,50.0,500,76,mean_plus_1.5std,13,0.3076923076923077,79581526.1289512,56195483.05430853,78247693.36427341,107452550.71664152,78.90585111147753,0.9922737413122577,0.9689010202456245,0.7726258687742367,0.06321749669195224,power_window
gaussian,50.0,500,44,mean_plus_2std,28,0.6071428571428571,89304054.74031062,58209037.27031031,87070511.49322167,127332888.38243088,79.36204694142693,0.9920993727184387,0.9664906837344892,0.7900627281561295,0.06834464982135355,power_window
gaussian,50.0,500,73,mean_plus_1.5std,4,0.5,67895835.03727014,53842444.49094617,68860063.1539447,80599306.22024971,78.25735271666316,0.9916744989957983,0.9720282773667897,0.8325501004201735,0.0640651860003345,power_window
gaussian,50.0,500,33,mean_plus_2std,1,0.0,88308323.5278201,88308323.5278201,88308323.5278201,88308323.5278201,79.46001640064962,0.9907335347750814,0.9907335347750814,0.9266465224918585,0.07255210000221268,power_window
gaussian,50.0,500,78,mean_plus_1.5std,23,0.5217391304347826,87077512.56160104,54227627.673419446,87210696.36980288,120992980.78245506,79.21450781488063,0.9907029018487895,0.9633291956485395,0.9297098151210497,0.06316529612993928,power_window
gaussian,50.0,500,46,gap_top2+mean_plus_2std,44,0.45454545454545453,91330199.43407117,55918234.48060996,90080115.75824568,133114398.9119021,79.4540122269774,0.9900212624353444,0.9662067550111401,0.9978737564655542,0.06954451800026039,power_window
gaussian,50.0,500,41,mean_plus_2std,12,0.4166666666666667,87937481.75561178,49116548.49160604,100923972.50426492,120926825.6744766,79.20070773504305,0.9898820483609571,0.9651093691854558,1.0117951639043035,0.06875492841603166,power_window
gaussian,50.0,500,45,mean_plus_2std,28,0.35714285714285715,85905393.75883667,63319962.454269,81437161.45290415,120444284.56832512,79.25410822856524,0.9878655239832853,0.9587025297739928,1.213447601671465,0.07002730621453727,power_window
gaussian,50.0,500,43,mean_plus_2std,30,0.4666666666666667,79732357.88598618,46863808.12313915,75841467.76484679,121035436.27625453,78.81749739696126,0.9878283344942289,0.9649640404439007,1.2171665505771014,0.06866765323308452,power_window
gaussian,50.0,500,37,gap_top3+mean_plus_2std,3,0.6666666666666666,79969446.12557313,47672635.90124447,59559985.446241744,126552878.82543376,78.56038310453529,0.9876368592878806,0.9666195200772775,1.2363140712119451,0.07272896200083778,power_window
gaussian,50.0,500,47,mean_plus_2std,42,0.5,94447010.50172698,63817164.50773693,95358801.98091483,123908449.24496353,79.62009100563719,0.9870982106073379,0.945146985832452,1.2901789392662057,0.06908844097675423,power_window
gaussian,50.0,500,49,mean_plus_2std,26,0.34615384615384615,92324604.15630051,68902174.71704817,90788190.58328333,126746215.08102465,79.57015546127285,0.9841597274138161,0.9365660623631744,1.584027258618393,0.07039872811555352,power_window
gaussian,50.0,500,42,mean_plus_2std,20,0.4,82367326.1813714,54866018.38582739,79412605.85434961,126749619.35428114,79.02170213364779,0.983969926593697,0.9490804970309377,1.603007340630299,0.06915418489970762,power_window
gaussian,50.0,500,38,gap_top3+mean_plus_2std,2,0.5,91931578.36038128,79802728.13443686,91931578.36038128,104060428.5863257,79.58747478081848,0.981185797741843,0.9642530157095016,1.8814202258157053,0.07094924550074211,power_window
gaussian,50.0,500,79,mean_plus_1.5std,19,0.42105263157894735,81568812.30014993,54343203.1212711,85848824.67781498,105335465.40220597,79.00057772648367,0.9808171284961178,0.9204554351511031,1.9182871503882255,0.06276014200001985,power_window
