data_profile,off_pct,K,T,threshold_source,samples,winner_rate,u_g_mean,u_g_p05,u_g_p50,u_g_p95,u_g_db_mean,u_g_vs_best_T_mean,u_g_vs_best_T_p05,u_g_gap_to_best_pct_mean,elapsed_seconds_mean,candidate_kind_mode
gaussian,50.0,500,61,mean_plus_2std,1,0.0,63448750.22262482,63448750.22262482,63448750.22262482,63448750.22262482,78.02423072029411,0.901082066128438,0.901082066128438,9.8917933871562,0.06843301399931079,power_window
gaussian,50.0,500,92,mean_plus_1.5std,6,0.0,103084924.21811686,76999541.8492075,108626212.39105114,119152988.2775507,80.06849638308012,0.9003845440228234,0.8741062890381198,9.961545597717668,0.06610373233282492,power_window
gaussian,50.0,500,95,mean_plus_1.5std,4,0.0,117135905.76754826,85670242.45389862,121373611.6803784,142668780.80323568,80.58749984839616,0.9000186564800972,0.8808165116852816,9.998134351990284,0.058637959000407136,power_window
gaussian,50.0,500,134,mean_plus_1std,9,0.0,62795048.536977425,45077441.5607233,64509651.44993637,76649086.7597547,77.90793592825112,0.8996643711555125,0.8457629248905414,10.033562884448752,0.054029905777295224,power_window
gaussian,50.0,500,29,gap_top3,1,0.0,99695826.47971876,99695826.47971876,99695826.47971876,99695826.47971876,79.98676978023126,0.8987010750282185,0.8987010750282185,10.129892497178151,0.07264003300224431,power_window
gaussian,50.0,500,132,mean_plus_1std,4,0.0,44622143.45249991,32829273.043477762,43207034.15221601,58396166.8819195,76.37456929393989,0.8972656062364273,0.8426223472804855,10.273439376357278,0.05690006800068659,power_window
gaussian,50.0,500,18,gap_top3+gap_top2,4,0.0,78929423.11935113,54298759.120658174,74652859.23668563,109547276.55377577,78.76852660947881,0.8949410757937644,0.8454665042944812,10.505892420623558,0.07448053549978795,power_window
gaussian,50.0,500,137,mean_plus_1std,8,0.0,80629348.30847672,60903769.17969911,79272914.69758223,100332764.2268804,78.97917641442731,0.8937860395973264,0.8544561011821525,10.62139604026736,0.05339635124983033,power_window
gaussian,50.0,500,28,gap_top3+gap_top2,2,0.0,85982005.12231967,68589811.07895575,85982005.12231967,103374199.16568357,79.23151935897036,0.8915975041770559,0.8729107297248667,10.840249582294419,0.07543597750009212,power_window
gaussian,50.0,500,17,gap_top3+gap_top1,5,0.0,84696955.2670102,56098303.15004019,82655408.30117238,109478627.24556005,79.1256506381614,0.8891769050633644,0.8459936984081459,11.082309493663548,0.07112534460029565,power_window
gaussian,50.0,500,93,mean_plus_1.5std,5,0.0,100294167.00652845,81606890.23723845,104558929.76154765,109913856.76884337,79.97658539247377,0.8871753062079426,0.8388640290049729,11.282469379205738,0.05890558659884846,power_window
gaussian,50.0,500,136,mean_plus_1std,12,0.0,72415237.00703804,50511238.27839043,70093076.14525424,101457472.72134852,78.47834121068125,0.8838664389743615,0.8406844732325568,11.613356102563857,0.05301281783279895,power_window
gaussian,50.0,500,138,mean_plus_1std,9,0.0,75349161.6395067,37467800.34696226,76358406.9175924,120498162.96376486,78.44299230736928,0.880264397502364,0.8564804889357003,11.973560249763608,0.054024108444638036,power_window
gaussian,50.0,500,96,mean_plus_1.5std,3,0.0,99831517.05510645,80466222.35453275,106044943.72394137,114847413.08749565,79.93096944420121,0.8796633909689144,0.8653466400170131,12.03366090310856,0.06156335233390564,power_window
gaussian,50.0,500,135,mean_plus_1std,7,0.0,70873046.69029926,37227910.79431334,80186079.47636434,93280756.25585203,78.25930852545149,0.8768101591729035,0.7956194733088894,12.318984082709648,0.05803354714225861,power_window
gaussian,50.0,500,13,gap_top2+gap_top3+gap_top1,21,0.047619047619047616,90351274.5862376,66426747.470019676,88257901.23486578,119356725.16844603,79.45294343199431,0.8738192132506374,0.770956664944809,12.618078674936255,0.07236637638059273,power_window
gaussian,50.0,500,139,mean_plus_1std,12,0.0,71762175.92157152,51590436.732412465,65681875.830676034,96873572.97116214,78.460830637085,0.8657306819811154,0.8281400560348425,13.426931801888456,0.05644393066662209,power_window
gaussian,50.0,500,141,mean_plus_1std,20,0.0,77328346.4499307,35553730.165768765,77157975.4190726,122945083.9021353,78.61725768182923,0.863489858442386,0.8302754338145771,13.651014155761393,0.053953504799756045,power_window
gaussian,50.0,500,15,gap_top2+gap_top3+gap_top1,11,0.0,91106060.66709757,55109894.58740552,80997005.96130307,156230030.880279,79.31791661303349,0.8628322881083993,0.738598082724147,13.716771189160069,0.07300762236363054,power_window
gaussian,50.0,500,142,mean_plus_1std,16,0.0,75282588.0628859,53962523.661621146,74700020.13216804,91661751.55347255,78.6970633774365,0.8585484996766983,0.8220526565930297,14.145150032330172,0.052103972812574284,power_window
gaussian,50.0,500,140,mean_plus_1std,10,0.0,75429404.53536156,53818879.46048669,74008868.30556071,99940256.51676577,78.67154098508523,0.8575527991601941,0.8097916193910045,14.244720083980582,0.052613380599723314,power_window
gaussian,50.0,500,143,mean_plus_1std,29,0.0,78627553.53706731,50139191.93741528,77577865.79711507,103363957.87457567,78.84289891388295,0.8502483808776575,0.817090156198682,14.975161912234253,0.05284008669056267,power_window
gaussian,50.0,500,12,gap_top3+gap_top2+gap_top1,26,0.0,88855284.57582413,57878972.84078604,87285071.79519695,119052683.79703479,79.3528496643298,0.8474985772007086,0.741480134962127,15.250142279929129,0.07413950000017604,power_window
gaussian,50.0,500,11,gap_top2+gap_top3+gap_top1,24,0.041666666666666664,82794288.7996959,45359408.076712005,77116801.32363096,119330293.85815585,78.92922482711612,0.8472272664964011,0.7168616783822535,15.277273350359891,0.0742855647079826,power_window
gaussian,50.0,500,14,gap_top2+gap_top1+gap_top3,14,0.0,77307129.92531697,44263943.34716947,84429711.64580306,100444665.11413066,78.72326085280872,0.846796767055525,0.773371869960101,15.320323294447507,0.07583519900072133,power_window
gaussian,50.0,500,101,mean_plus_1.5std,1,0.0,114244779.42952387,114244779.42952387,114244779.42952387,114244779.42952387,80.57836363518673,0.8425374098581198,0.8425374098581198,15.746259014188023,0.06420525400244514,power_window
gaussian,50.0,500,97,mean_plus_1.5std,1,0.0,74909542.52010232,74909542.52010232,74909542.52010232,74909542.52010232,78.7453714480026,0.8405471708058169,0.8405471708058169,15.945282919418313,0.058217287998559186,power_window
gaussian,50.0,500,144,mean_plus_1std,30,0.0,68480242.27288426,36163280.83461375,68573082.11109209,101073812.95482804,78.14867021008672,0.838151495832386,0.7977685263510454,16.184850416761407,0.05333691983335787,power_window
gaussian,50.0,500,98,mean_plus_1.5std,2,0.0,115290977.78322664,108192084.77810635,115290977.78322664,122389870.78834692,80.607765474283,0.8348131165905508,0.8332030959453444,16.518688340944912,0.058303997000621166,power_window
gaussian,50.0,500,146,mean_plus_1std,20,0.0,80437321.99169108,59368341.12844072,75446614.5881751,117463084.97353794,78.95172318823067,0.8255694079422844,0.7855267111664791,17.443059205771565,0.052604534699457875,power_window
gaussian,50.0,500,145,mean_plus_1std,18,0.0,75260824.8112556,42566197.73435941,72757167.0191139,103239671.99433759,78.60043918088886,0.8225103548885485,0.787629223909546,17.748964511145154,0.05184011499982767,power_window
gaussian,50.0,500,147,mean_plus_1std,16,0.0,82227040.190009,61002616.38445105,82112176.81671447,102736153.05712819,79.0651621785759,0.8188517863113275,0.7936530876615306,18.114821368867254,0.05292055000018081,power_window
gaussian,50.0,500,102,mean_plus_1.5std,1,0.0,70792616.36890219,70792616.36890219,70792616.36890219,70792616.36890219,78.49987963375315,0.8128347384981416,0.8128347384981416,18.716526150185842,0.056752443000732455,power_window
gaussian,50.0,500,9,gap_top2+gap_top3+gap_top1,35,0.0,76215632.91161062,51712148.07242126,75502840.92409424,99679198.46159413,78.72743782962516,0.8099164762011484,0.6994216236827617,19.008352379885164,0.07345886085677193,power_window
gaussian,50.0,500,10,legacy+off_pct_2+quantile_0.99+gap_top3+gap_top2+gap_top1,400,0.01,73651932.31718837,40874711.20983033,71536186.40286854,113656102.08206728,78.47879129257956,0.8020830072714638,0.6783071056634328,19.791699272853624,0.0742489676250625,power_window
gaussian,50.0,500,149,mean_plus_1std,21,0.0,77565934.41101304,50968689.44398438,75887626.32246087,105767573.6720812,78.77188351851149,0.797146325582637,0.7485170963108366,20.2853674417363,0.051257582476301605,power_window
gaussian,50.0,500,148,mean_plus_1std,19,0.0,71893799.86206532,45964361.146544024,69665839.76313269,97472246.2490738,78.4182069532294,0.796281856969947,0.7495247638933658,20.371814303005305,0.05134353689419712,power_window
gaussian,50.0,500,150,mean_plus_1std,16,0.0,75831156.12293665,53760199.32803565,67720409.23025344,114803605.70900494,78.65153007922689,0.7890205550415097,0.7562819750271741,21.097944495849028,0.05199779675035643,power_window
gaussian,50.0,500,151,mean_plus_1std,21,0.0,72883921.4553598,49742666.92095977,65725365.56429631,107582001.62911846,78.49269104057032,0.7837359708638897,0.7428502822176892,21.626402913611038,0.0517804189522784,power_window
gaussian,50.0,500,152,mean_plus_1std,15,0.0,77689405.84709194,61290203.981448434,73926517.26261184,100453772.47304648,78.84054778063788,0.7755837380228597,0.7398839186509087,22.441626197714026,0.05136686199936472,power_window
gaussian,50.0,500,8,gap_top3+gap_top2+gap_top1,42,0.0,76407463.36215259,49107495.074703164,74525747.75496984,110984367.26384349,78.684987664067,0.7751070527609482,0.6778322462983969,22.48929472390518,0.07511363011915473,power_window
gaussian,50.0,500,7,gap_top1+gap_top2+gap_top3,52,0.0,76829086.41998631,46507859.87111732,74143376.12014373,117942146.33528489,78.66350772409263,0.7705835005566588,0.6295969013147201,22.941649944334127,0.07504568730739546,power_window
gaussian,50.0,500,153,mean_plus_1std,16,0.0,77987980.0595785,54648217.514400735,79094914.37752491,100269985.48931137,78.82361932136504,0.7642929913571654,0.7364786898350458,23.570700864283452,0.04980590424975162,power_window
gaussian,50.0,500,155,mean_plus_1std,8,0.0,76438235.96688737,60683445.02104048,76971883.20174605,92418302.12375933,78.78696953430907,0.7596448874642018,0.7269896012533583,24.035511253579823,0.049819921375274134,power_window
gaussian,50.0,500,154,mean_plus_1std,10,0.0,76525272.43032306,50250746.79313062,74477140.62964807,105919405.73607211,78.67730198238647,0.7591750242954858,0.7287534231130086,24.082497570451416,0.05062565410007665,power_window
gaussian,50.0,500,156,mean_plus_1std,10,0.0,76577068.83294299,54617561.15656705,65130377.577584535,128200995.9675609,78.60841130442822,0.7528697549146315,0.7308683931438202,24.71302450853685,0.05074120659955952,power_window
gaussian,50.0,500,159,mean_plus_1std,5,0.0,95724855.55507691,79835894.89569049,96976873.0951713,107597776.60749589,79.77951996173155,0.7518199159303625,0.7377539522424945,24.818008406963752,0.047909096400690035,power_window
gaussian,50.0,500,157,mean_plus_1std,7,0.0,83767658.9089556,61126224.10272002,78183504.315157,107145337.36797121,79.12412317026487,0.7507807988544981,0.7245361392109727,24.921920114550183,0.049592085713811684,power_window
gaussian,50.0,500,6,gap_top1+gap_top3+gap_top2,69,0.0,70708716.44085075,37915820.145471774,68454886.53087696,110681804.93543422,78.28438928700665,0.73828013072161,0.601555061681269,26.171986927838997,0.07514846492731654,power_window
gaussian,50.0,500,158,mean_plus_1std,4,0.0,60773490.39327049,55601044.16903873,58195082.74255034,69555707.32851046,77.8148171226837,0.7288363014579261,0.7033283755077461,27.116369854207388,0.04800013299973216,power_window
gaussian,50.0,500,160,mean_plus_1std,6,0.0,70859274.1561522,42936131.01696612,70315936.70363554,96961705.07874177,78.29121676538772,0.7113144553345442,0.6842858970469872,28.86855446654558,0.05045964483421509,power_window
gaussian,50.0,500,161,mean_plus_1std,2,0.0,83928120.47890049,74105593.32584915,83928120.47890049,93750647.63195184,79.20204112138453,0.7090350850057405,0.6943166485901334,29.09649149942595,0.047683892502391245,power_window
gaussian,50.0,500,5,legacy+off_pct_1+gap_top1+gap_top2+gap_top3,400,0.0,64637582.71512129,34101450.73759484,62682704.762836024,104414265.73725785,77.89093621162752,0.7022532888367556,0.5854944255764575,29.774671116324445,0.0750116259124934,power_window
gaussian,50.0,500,163,mean_plus_1std,2,0.0,73614464.24798736,67490621.23895074,73614464.24798736,79738307.25702396,78.6509998383694,0.6975587008716206,0.689052878665156,30.24412991283794,0.04917622100037988,power_window
gaussian,50.0,500,4,gap_top3+gap_top2+gap_top1,106,0.0,63151503.97679984,41430180.406058416,62171273.20855954,95736589.79874736,77.84482747069309,0.695160987618644,0.5993808258277394,30.483901238135598,0.0752655387076166,power_window
gaussian,50.0,500,166,mean_plus_1std,1,0.0,64429893.40890191,64429893.40890191,64429893.40890191,64429893.40890191,78.09087412861727,0.6884445359582974,0.6884445359582974,31.155546404170266,0.05130343999917386,power_window
gaussian,50.0,500,200,quantile_0.8,400,0.0,62855517.08161994,36868761.34754349,61238371.428059444,90691340.30171424,77.82612828258156,0.6884085380068948,0.6241679709207111,31.159146199310513,0.043999223465034445,power_window
gaussian,50.0,500,3,gap_top3+gap_top2+gap_top1,139,0.0,58150762.64264614,30191722.568565626,56522042.53645665,92186417.81513879,77.39274927161665,0.6621058699523756,0.5355927310563343,33.78941300476244,0.07503832868348954,power_window
gaussian,50.0,500,162,mean_plus_1std,1,0.0,78955685.898672,78955685.898672,78955685.898672,78955685.898672,78.97383410664794,0.6514045413035457,0.6514045413035457,34.85954586964542,0.047545011999318376,power_window
gaussian,50.0,500,2,legacy+off_pct_0.5+gap_top1+gap_top2+gap_top3,400,0.0,55541142.01418168,26396626.607922766,53913597.67609439,96336505.2609396,77.16542472994803,0.596990952796714,0.4503432265754448,40.300904720328596,0.07556692255246161,power_window
gaussian,50.0,500,1,legacy+gap_top2+gap_top1+gap_top3,400,0.0,50289375.82160307,22683194.422428995,47458754.427143045,88819171.66712528,76.66901005700628,0.5357380626986258,0.3708779653968244,46.42619373013742,0.07698842179742314,power_window
gaussian,50.0,500,0,top_power,400,0.0,43262804.697198294,17018869.310323503,40668551.72595877,83402540.95497502,75.85230429623039,0.4496515459729682,0.2798424529324027,55.03484540270318,0.027515983967468856,power_window
lognormal,25.0,750,65,mean_plus_1std,13,0.5384615384615384,690831.7810538546,354842.7846070136,645420.0606465332,1130289.1998665656,58.03009332912874,0.9875515105765286,0.9467518087651249,1.244848942347139,0.032451985538500594,power_window
lognormal,25.0,750,67,mean_plus_1std,18,0.5555555555555556,824423.0700807964,302000.51671515766,700138.7179579961,1588740.08878807,58.612507751574135,0.9824301610988653,0.9245955479459917,1.7569838901134776,0.031839341944861294,power_window
lognormal,25.0,750,72,mean_plus_1std,11,0.5454545454545454,1239020.2301447152,330430.3913899311,1277514.2188704265,2191013.041858747,60.12862470586361,0.9822035611363408,0.9330797463752463,1.7796438863659267,0.030938679091129663,power_window
lognormal,25.0,750,73,mean_plus_1std,13,0.38461538461538464,850436.1377228246,418373.93269756384,854036.5708740222,1286662.5237250656,58.99578885465643,0.9755406650955923,0.9398900984907308,2.4459334904407584,0.030613888538937317,power_window
lognormal,25.0,750,61,mean_plus_1std+mean_plus_1.5std,14,0.35714285714285715,877399.2862295108,216421.2090696836,554588.9850772818,2720900.9271408115,57.523752111806225,0.9714728173619666,0.9047786847961047,2.8527182638033515,0.03244720057201838,power_window
lognormal,25.0,750,57,mean_plus_1.5std+mean_plus_1std,10,0.3,984680.3891207941,236330.13768491495,669453.519733753,2307550.161195928,58.38380561639847,0.9686028318737474,0.9001295159402244,3.1397168126252573,0.033289248599248825,power_window
lognormal,25.0,750,46,mean_plus_1.5std+mean_plus_1std+gap_top3+mean_plus_2std,22,0.22727272727272727,838514.2126922336,145339.70502899334,690174.8841562939,2024831.9489878342,57.71430493303606,0.966506132932567,0.9262358436393228,3.349386706743301,0.0351468763636314,power_window
lognormal,25.0,750,59,mean_plus_1std+mean_plus_1.5std,11,0.36363636363636365,542255.8251028605,193558.9975889963,506181.0664604782,1045547.0492019132,56.60371923810821,0.9659223998114171,0.8991768668969206,3.407760018858281,0.03279433409062966,power_window
lognormal,25.0,750,55,mean_plus_1.5std+mean_plus_1std,12,0.25,1095551.5878964106,173957.2841699485,1089717.1826398652,2194265.402924438,58.80934426603205,0.9645169875488278,0.8929812364621138,3.5483012451172247,0.033592677500564605,power_window
lognormal,25.0,750,47,mean_plus_1.5std+mean_plus_1std,18,0.3888888888888889,653951.2938735532,214297.4999102568,642540.234677573,1393611.1600078028,57.18280863578208,0.9641509519995594,0.8862527206155232,3.5849048000440726,0.03518729849969936,power_window
lognormal,25.0,750,68,mean_plus_1std+mean_plus_1.5std,9,0.3333333333333333,964401.2281914041,325517.8566017651,601599.501648093,2495828.5977228954,58.64240561196837,0.9621858294249181,0.8885695491886996,3.78141705750818,0.031425779221737886,power_window
lognormal,25.0,750,71,mean_plus_1std,18,0.3333333333333333,876131.9256979862,360398.56267070863,891459.9419744684,1433999.290865984,58.94184761429243,0.9588838449931151,0.8847963860966314,4.111615500688504,0.031236935944333608,power_window
lognormal,25.0,750,64,mean_plus_1std+mean_plus_1.5std,15,0.3333333333333333,762487.1417391972,267826.0116683681,538052.2675960072,1513309.5766538493,58.02114251441618,0.9585369518296503,0.832170534964655,4.146304817034979,0.03215059453311066,power_window
lognormal,25.0,750,58,mean_plus_1.5std+mean_plus_1std,23,0.2608695652173913,881847.708152064,184950.9130719061,754485.7585586003,1756743.5423900173,58.363446259697966,0.9556800626852491,0.8459776865191829,4.431993731475099,0.033606985044056986,power_window
lognormal,25.0,750,44,mean_plus_1.5std+mean_plus_2std+mean_plus_1std,30,0.3333333333333333,766299.3954543569,159776.70970109972,482768.2895742372,1951597.738566693,57.6285478927051,0.9537086666165638,0.8491055671845525,4.629133338343613,0.03551291423330743,power_window
lognormal,25.0,750,70,mean_plus_1std,13,0.3076923076923077,894061.3490356915,297554.0987871798,956406.5802764846,1512711.6684846748,58.92034787839967,0.9528524264520382,0.8610640155010947,4.71475735479619,0.031205863230122935,power_window
lognormal,25.0,750,45,mean_plus_2std+mean_plus_1std+mean_plus_1.5std,21,0.047619047619047616,824841.2945583188,164504.75624613752,683662.9014994083,1642076.9724870636,57.892359738478,0.9518490229219281,0.887046175351176,4.8150977078071815,0.03556953290483632,power_window
lognormal,25.0,750,54,mean_plus_1.5std+mean_plus_1std+gap_top2,12,0.25,968457.7207476537,150977.725109976,782722.2894391682,2254861.03821967,58.337574082098456,0.9492601499669197,0.8846400484642055,5.073985003308034,0.03433862399985325,power_window
lognormal,25.0,750,63,mean_plus_1std+mean_plus_1.5std,11,0.09090909090909091,473362.46637987235,202224.05899981828,418706.22215110686,986357.796305736,56.0427714060422,0.9489300040354497,0.8868785210234458,5.106999596455032,0.03273873090901444,power_window
lognormal,25.0,750,60,mean_plus_1.5std+mean_plus_1std,14,0.35714285714285715,1297009.6819631306,208447.77645965826,803829.3906989528,3006038.665579091,59.56952530376763,0.9481158762693492,0.8621516810029235,5.188412373065077,0.0326471222139974,power_window
lognormal,25.0,750,56,mean_plus_1std+mean_plus_1.5std,15,0.3333333333333333,949440.9148335133,174608.6354540461,978778.1949391412,1890299.4851405884,58.499719077394545,0.9477973656084013,0.864853512738187,5.220263439159871,0.03339556146650769,power_window
lognormal,25.0,750,52,mean_plus_1.5std+mean_plus_1std,10,0.2,1613583.95655938,239066.50549336855,1349047.7880255175,3872017.1961565325,60.47751580528522,0.9438154819846704,0.8456325507756917,5.618451801532965,0.03434469470012118,power_window
lognormal,25.0,750,48,mean_plus_1.5std+mean_plus_1std,18,0.2222222222222222,813235.4958297993,95665.0290156885,817370.3333651924,1561566.4075319385,57.78599193661278,0.9432502713244174,0.8511548091437133,5.674972867558259,0.03476776294418313,power_window
lognormal,25.0,750,50,legacy+off_pct_20+quantile_0.95+mean_plus_1.5std+mean_plus_1std,400,0.22,767256.3094639556,94380.71876100506,624017.4549036019,1778683.9656434797,57.28622182956049,0.9432460334315341,0.8421038755024466,5.675396656846585,0.03453313477491065,power_window
lognormal,25.0,750,98,mean_plus_1std,1,0.0,3089079.688316322,3089079.688316322,3089079.688316322,3089079.688316322,64.89829111846176,0.9419781222681651,0.9419781222681651,5.802187773183487,0.027139384001202416,power_window
lognormal,25.0,750,42,mean_plus_1.5std+mean_plus_2std+mean_plus_1std,25,0.32,663260.0200064653,141993.3232766728,528383.8529020353,1632663.0118524402,57.15541686086004,0.9412148941327412,0.8351560120837921,5.8785105867258824,0.03589155883993953,power_window
lognormal,25.0,750,66,mean_plus_1std+mean_plus_1.5std,14,0.2857142857142857,588740.550508838,332623.24758398253,592464.4577466209,827973.5306405086,57.50964816062122,0.9409947074012212,0.8351350617943398,5.900529259877879,0.03178849385663592,power_window
lognormal,25.0,750,69,mean_plus_1std+mean_plus_1.5std,9,0.2222222222222222,867930.224015047,333524.21091416705,463296.208986999,2444811.858134484,58.004661662006484,0.9405742617379264,0.8639805620917794,5.9425738262073615,0.03155965444441083,power_window
lognormal,25.0,750,76,mean_plus_1std,15,0.3333333333333333,1097291.5925706115,614623.8882836282,1017712.3094065951,1861332.9925164292,60.07721967738006,0.9398003373165535,0.8230750344956314,6.019966268344645,0.030146638866669188,power_window
lognormal,25.0,750,51,mean_plus_1.5std+mean_plus_1std+mean_plus_2std,20,0.15,911170.6555935225,222220.551734777,778061.652322739,1705021.9507362917,58.519384088070886,0.9396675341555178,0.8679726535829086,6.033246584448213,0.034733315499943275,power_window
lognormal,25.0,750,77,mean_plus_1std,11,0.09090909090909091,1193348.5870489553,504914.0734908742,1074188.977291082,2057536.3528988203,60.260665103102205,0.9376447121942096,0.8545332713882188,6.235528780579032,0.030844115271809806,power_window
lognormal,25.0,750,62,mean_plus_1.5std+mean_plus_1std,10,0.3,751452.5419305662,231721.2875515939,725573.9800741214,1420825.2741496456,57.7347774170923,0.9366197252442543,0.8516073219940647,6.338027475574576,0.03224072780067218,power_window
lognormal,25.0,750,49,mean_plus_1std+mean_plus_1.5std+mean_plus_2std,23,0.13043478260869565,813012.9955382117,152602.7741769321,620090.4992279963,1503483.0169819063,57.625998077073845,0.9342477448892474,0.8361269356385681,6.575225511075257,0.0346907196519327,power_window
lognormal,25.0,750,80,mean_plus_1std,9,0.5555555555555556,1811389.324532652,651796.4936242019,1538523.812544221,4081181.874970105,61.66913164136016,0.9315225343060347,0.8171766039503592,6.847746569396526,0.029513977555325255,power_window
lognormal,25.0,750,85,mean_plus_1std,3,0.0,2076135.026998302,1693854.3953924456,2069681.3288466877,2462933.247310288,63.11009530487675,0.9312843810688681,0.8827192858559927,6.871561893113195,0.028808453332506662,power_window
lognormal,25.0,750,41,mean_plus_1.5std+mean_plus_2std+mean_plus_1std,25,0.16,1162439.3503723156,296411.19256359764,900476.7999871684,3607861.2614916773,59.01323691281572,0.9311706374534117,0.8024434518200999,6.8829362546588335,0.03619371883978602,power_window
lognormal,25.0,750,86,mean_plus_1std,1,0.0,1248806.2230678191,1248806.2230678191,1248806.2230678191,1248806.2230678191,60.96495054241806,0.927679392988467,0.927679392988467,7.232060701153298,0.028469644003052963,power_window
lognormal,25.0,750,43,mean_plus_1.5std+mean_plus_2std+mean_plus_1std,25,0.12,664503.189971668,217474.92347107467,604447.2207419631,1310659.9127723959,57.44367748154061,0.9268052957487636,0.8209168080048407,7.319470425123643,0.0355200627198792,power_window
lognormal,25.0,750,53,mean_plus_1.5std+mean_plus_1std,21,0.2857142857142857,788221.2984691209,238958.36183113462,835647.6306523723,1336648.52837141,58.41805880456379,0.9241565941717672,0.7648791113701053,7.584340582823288,0.03370617076178037,power_window
lognormal,25.0,750,36,mean_plus_2std+mean_plus_1.5std+mean_plus_1std,32,0.15625,861821.2192971315,183898.3641609929,722753.5654848281,1880560.342693761,58.315549375165546,0.9222494846258567,0.7916711182046388,7.775051537414334,0.036682465468970804,power_window
lognormal,25.0,750,75,mean_plus_1std,9,0.0,758071.6754878332,456391.0873064057,585650.6013862771,1378279.534498276,58.40924275505333,0.919654172038242,0.8631672202303802,8.034582796175815,0.030237592000452826,power_window
lognormal,25.0,750,84,mean_plus_1std,6,0.0,1151702.9381251994,675305.123413415,1196080.504958958,1636400.5516685257,60.36233230141476,0.917033378706512,0.8449758165696379,8.296662129348796,0.029349077166140585,power_window
lognormal,25.0,750,37,mean_plus_2std+mean_plus_1.5std+mean_plus_1std+gap_top3,27,0.25925925925925924,696603.7328617491,132538.6377535586,611145.9627426745,1449344.6444234385,57.073828733116095,0.9169052044225069,0.7657591830952002,8.30947955774931,0.0365859122590606,power_window
lognormal,25.0,750,38,off_pct_15+mean_plus_2std+mean_plus_1.5std+mean_plus_1std,400,0.1275,744692.7275395695,102014.59565704878,585399.7517948921,1779484.5309327112,57.14681982661651,0.9152263786224956,0.781859744678513,8.477362137750452,0.036571798649802076,power_window
lognormal,25.0,750,39,mean_plus_1.5std+mean_plus_2std+mean_plus_1std,22,0.09090909090909091,1046252.5791163043,202660.41531959796,787675.8947972006,2505000.5189413927,58.881104682938094,0.9026019506824388,0.7212793156027109,9.739804931756122,0.036412263772614424,power_window
lognormal,25.0,750,35,mean_plus_2std+mean_plus_1.5std+mean_plus_1std,40,0.1,802763.8402896627,171103.25544035624,777350.7858305746,1617375.4054156311,58.065431924131964,0.8995842491704853,0.7383401358032883,10.041575082951473,0.03686042094996082,power_window
lognormal,25.0,750,34,mean_plus_1.5std+mean_plus_2std+mean_plus_1std,22,0.09090909090909091,545794.6548852067,51120.64414305148,375291.5314276151,1357009.083042366,55.70953623451856,0.895656047072732,0.7584647837920193,10.434395292726794,0.03702298986387508,power_window
lognormal,25.0,750,32,mean_plus_2std+gap_top3+mean_plus_1.5std+mean_plus_1std,26,0.15384615384615385,510794.74637827766,147448.97338514414,427619.29576292017,1102755.8639839937,56.192456555432564,0.894641802857876,0.7865293781854504,10.535819714212401,0.03738578403849365,power_window
lognormal,25.0,750,78,mean_plus_1std,5,0.2,1049387.3835690538,646299.7543335151,1105765.1136843304,1462844.366633636,59.99713804248701,0.8945924803642586,0.8058674640966231,10.540751963574127,0.03454656800022349,power_window
lognormal,25.0,750,30,mean_plus_2std+mean_plus_1.5std+gap_top3+mean_plus_1std,19,0.15789473684210525,685469.525953398,186918.8202897605,583861.9544326465,1439440.019987943,57.4991935908954,0.894282752913282,0.7325910876406272,10.571724708671804,0.03775435836876951,power_window
lognormal,25.0,750,31,mean_plus_1std+mean_plus_2std+mean_plus_1.5std+gap_top2,35,0.17142857142857143,646781.7772543872,151958.16823389285,500809.97246508475,1581395.355676121,56.95826831932524,0.8908601072496044,0.7850531847278333,10.91398927503956,0.038003438742453,power_window
lognormal,25.0,750,74,mean_plus_1std,12,0.16666666666666666,918368.0996093805,487093.65864131553,842620.9327158153,1424289.5218358152,59.313908680223825,0.8903866502513117,0.8174198260966987,10.961334974868839,0.03065034825006781,power_window
lognormal,25.0,750,40,mean_plus_2std+mean_plus_1.5std,18,0.1111111111111111,929355.428114486,237007.80143692787,958781.5909778113,1767655.2698597158,58.798009376337404,0.8872709690873282,0.7786564103975688,11.27290309126719,0.035952478832768975,power_window
lognormal,25.0,750,79,mean_plus_1std,7,0.0,901845.8563141079,535436.4307239004,923212.2870905728,1336187.791837375,59.31875086845354,0.8872703486889761,0.8133245772386182,11.272965131102392,0.029686141000378745,power_window
lognormal,25.0,750,82,mean_plus_1std,6,0.16666666666666666,1327165.465267209,413965.00925008924,1456549.7033988212,2231003.193488692,60.382408729854916,0.8853157516112411,0.7863923187441635,11.468424838875885,0.02921978933287998,power_window
lognormal,25.0,750,81,mean_plus_1std,11,0.0,1043042.6283431429,528959.1441223996,1134126.382425265,1535215.4146425468,59.90177857606381,0.8827804238815616,0.7758762279102549,11.721957611843832,0.029437479727097194,power_window
lognormal,25.0,750,83,mean_plus_1std,8,0.0,1153623.9980697492,534759.6198486909,1103465.4568249285,1851454.0187483202,60.22632266492354,0.8809399900648152,0.8028235998895431,11.906000993518486,0.029216139875188674,power_window
